business_id,name,stars,city,state,postal_code,text,Review_Word_Count,No_Stop_Words:Tokens,No_Stop_Words:Sentence,Stop_Word_Count,Stop_Words_%,Lemmatized,Stemmed:Sentence,Stemmed:Tokens,Polarity,Positive_Word_Count,Positive_Words_%,Stemmed_Word_Count
Wpt0sFHcPtV5MO9He7yMKQ,"""McDonald's""",4.0,Las Vegas,NV,89121,This location even though it is not the closest to home has the nicest employees. They always greet you and they always have my order right.  Service is quick and the store is always clean.,35,"['location', 'even', 'though', 'closest', 'home', 'nicest', 'employees', 'always', 'greet', 'always', 'order', 'right', 'service', 'quick', 'store', 'always', 'clean']", location even though closest home nicest employees always greet always order right service quick store always clean,18,0.5142857142857142,location even though closest home nicest employee always greet always order right service quick store always clean,locat even though closest home nicest employe alway greet alway order right servic quick store alway clean,"['locat', 'even', 'though', 'closest', 'home', 'nicest', 'employe', 'alway', 'greet', 'alway', 'order', 'right', 'servic', 'quick', 'store', 'alway', 'clean']",0.32857142857142857,5,0.29411764705882354,17
W1Yr6c2XDx_RBjb6WsV-aQ,"""Divine Cafe at the Springs Preserve""",5.0,Las Vegas,NV,89152,"I came here for a quiet place to eat lunch and work a year ago and now I come at least once a month. The Café is on the upper level overlooking Springs Preserve, and you can sit indoors or outdoors.  The new menu is tasty and affordable. I love the wedge salad w\/ chicken, the hummus and the homemade potato chips.  They also have infused water with seasonal fruits, though they recently started charging $. for it.  Great eats, great view and decent value",85,"['came', 'quiet', 'place', 'eat', 'lunch', 'work', 'year', 'ago', 'come', 'least', 'month', 'café', 'upper', 'level', 'overlooking', 'springs', 'preserve', 'sit', 'indoors', 'outdoors', 'new', 'menu', 'tasty', 'affordable', 'love', 'wedge', 'salad', 'w', 'chicken', 'hummus', 'homemade', 'potato', 'chips', 'also', 'infused', 'water', 'seasonal', 'fruits', 'though', 'recently', 'started', 'charging', 'great', 'eats', 'great', 'view', 'decent', 'value']", came quiet place eat lunch work year ago come least month café upper level overlooking springs preserve sit indoors outdoors new menu tasty affordable love wedge salad w chicken hummus homemade potato chips also infused water seasonal fruits though recently started charging great eats great view decent value,35,0.4117647058823529,came quiet place eat lunch work year ago come least month café upper level overlooking spring preserve sit indoors outdoors new menu tasty affordable love wedge salad w chicken hummus homemade potato chip also infused water seasonal fruit though recently started charging great eats great view decent value,came quiet place eat lunch work year ago come least month café upper level overlook spring preserv sit indoor outdoor new menu tasti afford love wedg salad w chicken hummus homemad potato chip also infus water season fruit though recent start charg great eat great view decent valu,"['came', 'quiet', 'place', 'eat', 'lunch', 'work', 'year', 'ago', 'come', 'least', 'month', 'café', 'upper', 'level', 'overlook', 'spring', 'preserv', 'sit', 'indoor', 'outdoor', 'new', 'menu', 'tasti', 'afford', 'love', 'wedg', 'salad', 'w', 'chicken', 'hummus', 'homemad', 'potato', 'chip', 'also', 'infus', 'water', 'season', 'fruit', 'though', 'recent', 'start', 'charg', 'great', 'eat', 'great', 'view', 'decent', 'valu']",0.15030303030303033,10,0.2,48
dPxZI9lrKTl5dvFfnb1_Ig,"""Trattoria Italia""",5.0,Las Vegas,NV,89183,"Went in for the first time tonight and within the first bite of garlic bread we knew we would be regulars! Yes even the garlic bread is THAT good, better than we have had anywhere else. Everything is authentic, the atmosphere is incredibly warm and inviting, and the staff is unmatched by any restaurant around . Do yourself a favor if you are on this side of town... stop in for a relaxing dinner, enjoy a glass of wine, and finish off your meal with a delicious cannoli or piece of tiramisu. I promise you the only thing you may regret is not being able to finish off the entire meal since there portions are very generous! The staff makes you feel welcome and like family, who wouldn't want to revisit such an inviting place with yummy food?!?   They are going to be an amazing success here! Welcome to the neighborhood  we cannot wait to come back and visit Trattoria Italia where Italian food is done right!! Thank you for an amazing experience, see you next week... or maybe in a day or two",184,"['went', 'first', 'time', 'tonight', 'within', 'first', 'bite', 'garlic', 'bread', 'knew', 'would', 'regulars', 'yes', 'even', 'garlic', 'bread', 'good', 'better', 'anywhere', 'else', 'everything', 'authentic', 'atmosphere', 'incredibly', 'warm', 'inviting', 'staff', 'unmatched', 'restaurant', 'around', 'favor', 'side', 'town', 'stop', 'relaxing', 'dinner', 'enjoy', 'glass', 'wine', 'finish', 'meal', 'delicious', 'cannoli', 'piece', 'tiramisu', 'promise', 'thing', 'may', 'regret', 'able', 'finish', 'entire', 'meal', 'since', 'portions', 'generous', 'staff', 'makes', 'feel', 'welcome', 'like', 'family', 'wouldnt', 'want', 'revisit', 'inviting', 'place', 'yummy', 'food', 'going', 'amazing', 'success', 'welcome', 'neighborhood', 'wait', 'come', 'back', 'visit', 'trattoria', 'italia', 'italian', 'food', 'done', 'right', 'thank', 'amazing', 'experience', 'see', 'next', 'week', 'maybe', 'day', 'two']", went first time tonight within first bite garlic bread knew would regulars yes even garlic bread good better anywhere else everything authentic atmosphere incredibly warm inviting staff unmatched restaurant around favor side town stop relaxing dinner enjoy glass wine finish meal delicious cannoli piece tiramisu promise thing may regret able finish entire meal since portions generous staff makes feel welcome like family wouldnt want revisit inviting place yummy food going amazing success welcome neighborhood wait come back visit trattoria italia italian food done right thank amazing experience see next week maybe day two,89,0.483695652173913,went first time tonight within first bite garlic bread knew would regular yes even garlic bread good better anywhere else everything authentic atmosphere incredibly warm inviting staff unmatched restaurant around favor side town stop relaxing dinner enjoy glass wine finish meal delicious cannoli piece tiramisu promise thing may regret able finish entire meal since portion generous staff make feel welcome like family wouldnt want revisit inviting place yummy food going amazing success welcome neighborhood wait come back visit trattoria italia italian food done right thank amazing experience see next week maybe day two,went first time tonight within first bite garlic bread knew would regular yes even garlic bread good better anywher els everyth authent atmospher incred warm invit staff unmatch restaur around favor side town stop relax dinner enjoy glass wine finish meal delici cannoli piec tiramisu promis thing may regret abl finish entir meal sinc portion generous staff make feel welcom like famili wouldnt want revisit invit place yummi food go amaz success welcom neighborhood wait come back visit trattoria italia italian food done right thank amaz experi see next week mayb day two,"['went', 'first', 'time', 'tonight', 'within', 'first', 'bite', 'garlic', 'bread', 'knew', 'would', 'regular', 'yes', 'even', 'garlic', 'bread', 'good', 'better', 'anywher', 'els', 'everyth', 'authent', 'atmospher', 'incred', 'warm', 'invit', 'staff', 'unmatch', 'restaur', 'around', 'favor', 'side', 'town', 'stop', 'relax', 'dinner', 'enjoy', 'glass', 'wine', 'finish', 'meal', 'delici', 'cannoli', 'piec', 'tiramisu', 'promis', 'thing', 'may', 'regret', 'abl', 'finish', 'entir', 'meal', 'sinc', 'portion', 'generous', 'staff', 'make', 'feel', 'welcom', 'like', 'famili', 'wouldnt', 'want', 'revisit', 'invit', 'place', 'yummi', 'food', 'go', 'amaz', 'success', 'welcom', 'neighborhood', 'wait', 'come', 'back', 'visit', 'trattoria', 'italia', 'italian', 'food', 'done', 'right', 'thank', 'amaz', 'experi', 'see', 'next', 'week', 'mayb', 'day', 'two']",0.40428571428571425,23,0.24210526315789474,93
dPxZI9lrKTl5dvFfnb1_Ig,"""Trattoria Italia""",5.0,Las Vegas,NV,89183,Hands down this is Las Vegas best mom and pop style Italian cuisine off the strip. I usually don't order a meatball anywhere else because the meatball marinara from this place is the gold standard that most other establishments can't mimic.   There is just so much flavor in this and in every other item I've ordered here. You have to be hungry if you order the chicken Parmesan because it is a large piece of battered chicken! The garden salads with their oil and vinegar dressings have many ingredients. The spaghetti and meatballs are always good as the sauce is soaked well into the noodles.,105,"['hands', 'las', 'vegas', 'best', 'mom', 'pop', 'style', 'italian', 'cuisine', 'strip', 'usually', 'dont', 'order', 'meatball', 'anywhere', 'else', 'meatball', 'marinara', 'place', 'gold', 'standard', 'establishments', 'cant', 'mimic', 'much', 'flavor', 'every', 'item', 'ive', 'ordered', 'hungry', 'order', 'chicken', 'parmesan', 'large', 'piece', 'battered', 'chicken', 'garden', 'salads', 'oil', 'vinegar', 'dressings', 'many', 'ingredients', 'spaghetti', 'meatballs', 'always', 'good', 'sauce', 'soaked', 'well', 'noodles']", hands las vegas best mom pop style italian cuisine strip usually dont order meatball anywhere else meatball marinara place gold standard establishments cant mimic much flavor every item ive ordered hungry order chicken parmesan large piece battered chicken garden salads oil vinegar dressings many ingredients spaghetti meatballs always good sauce soaked well noodles,52,0.49523809523809526,hand la vega best mom pop style italian cuisine strip usually dont order meatball anywhere else meatball marinara place gold standard establishment cant mimic much flavor every item ive ordered hungry order chicken parmesan large piece battered chicken garden salad oil vinegar dressing many ingredient spaghetti meatball always good sauce soaked well noodle,hand la vega best mom pop style italian cuisin strip usual dont order meatbal anywher els meatbal marinara place gold standard establish cant mimic much flavor everi item ive order hungri order chicken parmesan larg piec batter chicken garden salad oil vinegar dress mani ingredi spaghetti meatbal alway good sauc soak well noodl,"['hand', 'la', 'vega', 'best', 'mom', 'pop', 'style', 'italian', 'cuisin', 'strip', 'usual', 'dont', 'order', 'meatbal', 'anywher', 'els', 'meatbal', 'marinara', 'place', 'gold', 'standard', 'establish', 'cant', 'mimic', 'much', 'flavor', 'everi', 'item', 'ive', 'order', 'hungri', 'order', 'chicken', 'parmesan', 'larg', 'piec', 'batter', 'chicken', 'garden', 'salad', 'oil', 'vinegar', 'dress', 'mani', 'ingredi', 'spaghetti', 'meatbal', 'alway', 'good', 'sauc', 'soak', 'well', 'noodl']",0.11642857142857141,7,0.1320754716981132,53
dPxZI9lrKTl5dvFfnb1_Ig,"""Trattoria Italia""",5.0,Las Vegas,NV,89183,The BEST & REAL ITALIAN Food in Las Vegas! So many wannabes  Italian Restaurants in Vegas. This is the real deal! SIMPLY THE BEST!,24,"['best', 'real', 'italian', 'food', 'las', 'vegas', 'many', 'wannabes', 'italian', 'restaurants', 'vegas', 'real', 'deal', 'simply', 'best']", best real italian food las vegas many wannabes italian restaurants vegas real deal simply best,8,0.3333333333333333,best real italian food la vega many wannabe italian restaurant vega real deal simply best,best real italian food la vega mani wannab italian restaur vega real deal simpli best,"['best', 'real', 'italian', 'food', 'la', 'vega', 'mani', 'wannab', 'italian', 'restaur', 'vega', 'real', 'deal', 'simpli', 'best']",0.45,2,0.125,15
dPxZI9lrKTl5dvFfnb1_Ig,"""Trattoria Italia""",5.0,Las Vegas,NV,89183,"Excellent family-run Italian restaurant. Off-strip and totally worth the short drive. Salads were fresh, tasty, and big enough to share. Pasta dishes, sandwiches, and chicken parm were all very good, and fed a hungry family after some long hikes in Zion National Park.   We're glad to have found Trattoria Italia, and we'll certainly be back. Recommended!",56,"['excellent', 'familyrun', 'italian', 'restaurant', 'offstrip', 'totally', 'worth', 'short', 'drive', 'salads', 'fresh', 'tasty', 'big', 'enough', 'share', 'pasta', 'dishes', 'sandwiches', 'chicken', 'parm', 'good', 'fed', 'hungry', 'family', 'long', 'hikes', 'zion', 'national', 'park', 'glad', 'found', 'trattoria', 'italia', 'well', 'certainly', 'back', 'recommended']", excellent familyrun italian restaurant offstrip totally worth short drive salads fresh tasty big enough share pasta dishes sandwiches chicken parm good fed hungry family long hikes zion national park glad found trattoria italia well certainly back recommended,18,0.32142857142857145,excellent familyrun italian restaurant offstrip totally worth short drive salad fresh tasty big enough share pasta dish sandwich chicken parm good fed hungry family long hike zion national park glad found trattoria italia well certainly back recommended,excel familyrun italian restaur offstrip total worth short drive salad fresh tasti big enough share pasta dish sandwich chicken parm good fed hungri famili long hike zion nation park glad found trattoria italia well certain back recommend,"['excel', 'familyrun', 'italian', 'restaur', 'offstrip', 'total', 'worth', 'short', 'drive', 'salad', 'fresh', 'tasti', 'big', 'enough', 'share', 'pasta', 'dish', 'sandwich', 'chicken', 'parm', 'good', 'fed', 'hungri', 'famili', 'long', 'hike', 'zion', 'nation', 'park', 'glad', 'found', 'trattoria', 'italia', 'well', 'certain', 'back', 'recommend']",0.17916666666666667,8,0.21052631578947367,37
KhWl4Mwhm_Oqq0zIIz-0wQ,"""Carnival World & Seafood Buffet""",4.0,Las Vegas,NV,89103,"Update \/\/ What's up with the bad reviews?  We didn't want to eat here because of it but decided to check it out since we were staying at the hotel.   This was memorial Sunday and it was crowded!  The food is just as good as before and I still LOVE the char siu pork.  Lean with no fat but not dry.  Paid the extra for seafood but really it wasn't necessary cuz they served snow crab as a regular buffet.  The dessert station still great and the server in the VIP room was awesome bringing new drinks and keeping a clean table!  And BTW,  Bachannal still leaves all the dirty dishes on the table!!",114,"['update', 'whats', 'bad', 'reviews', 'didnt', 'want', 'eat', 'decided', 'check', 'since', 'staying', 'hotel', 'memorial', 'sunday', 'crowded', 'food', 'good', 'still', 'love', 'char', 'siu', 'pork', 'lean', 'fat', 'dry', 'paid', 'extra', 'seafood', 'really', 'wasnt', 'necessary', 'cuz', 'served', 'snow', 'crab', 'regular', 'buffet', 'dessert', 'station', 'still', 'great', 'server', 'vip', 'room', 'awesome', 'bringing', 'new', 'drinks', 'keeping', 'clean', 'table', 'btw', 'bachannal', 'still', 'leaves', 'dirty', 'dishes', 'table']", update whats bad reviews didnt want eat decided check since staying hotel memorial sunday crowded food good still love char siu pork lean fat dry paid extra seafood really wasnt necessary cuz served snow crab regular buffet dessert station still great server vip room awesome bringing new drinks keeping clean table btw bachannal still leaves dirty dishes table,57,0.5,update whats bad review didnt want eat decided check since staying hotel memorial sunday crowded food good still love char siu pork lean fat dry paid extra seafood really wasnt necessary cuz served snow crab regular buffet dessert station still great server vip room awesome bringing new drink keeping clean table btw bachannal still leaf dirty dish table,updat what bad review didnt want eat decid check sinc stay hotel memori sunday crowd food good still love char siu pork lean fat dri paid extra seafood realli wasnt necessari cuz serv snow crab regular buffet dessert station still great server vip room awesom bring new drink keep clean tabl btw bachann still leaf dirti dish tabl,"['updat', 'what', 'bad', 'review', 'didnt', 'want', 'eat', 'decid', 'check', 'sinc', 'stay', 'hotel', 'memori', 'sunday', 'crowd', 'food', 'good', 'still', 'love', 'char', 'siu', 'pork', 'lean', 'fat', 'dri', 'paid', 'extra', 'seafood', 'realli', 'wasnt', 'necessari', 'cuz', 'serv', 'snow', 'crab', 'regular', 'buffet', 'dessert', 'station', 'still', 'great', 'server', 'vip', 'room', 'awesom', 'bring', 'new', 'drink', 'keep', 'clean', 'tabl', 'btw', 'bachann', 'still', 'leaf', 'dirti', 'dish', 'tabl']",0.17972027972027974,6,0.10526315789473684,58
KhWl4Mwhm_Oqq0zIIz-0wQ,"""Carnival World & Seafood Buffet""",2.0,Las Vegas,NV,89103,"My family really wanted to try the buffet. It pretty expensive to include the seafood option. Total per person was $. OUCH! The so called highlight would be the lobster. Wrong!  The tails were sliced in random sizes. Some had okay meat and some had slivers. The lobster was a let down. However, the shrimp choices were solid. The prime rib was awful. Extremely tough. The salad bar was like buying a salad bag at Costco. The shrimp choices saved this review from being a one star.",87,"['family', 'really', 'wanted', 'try', 'buffet', 'pretty', 'expensive', 'include', 'seafood', 'option', 'total', 'per', 'person', 'ouch', 'called', 'highlight', 'would', 'lobster', 'wrong', 'tails', 'sliced', 'random', 'sizes', 'okay', 'meat', 'slivers', 'lobster', 'let', 'however', 'shrimp', 'choices', 'solid', 'prime', 'rib', 'awful', 'extremely', 'tough', 'salad', 'bar', 'like', 'buying', 'salad', 'bag', 'costco', 'shrimp', 'choices', 'saved', 'review', 'one', 'star']", family really wanted try buffet pretty expensive include seafood option total per person ouch called highlight would lobster wrong tails sliced random sizes okay meat slivers lobster let however shrimp choices solid prime rib awful extremely tough salad bar like buying salad bag costco shrimp choices saved review one star,35,0.40229885057471265,family really wanted try buffet pretty expensive include seafood option total per person ouch called highlight would lobster wrong tail sliced random size okay meat sliver lobster let however shrimp choice solid prime rib awful extremely tough salad bar like buying salad bag costco shrimp choice saved review one star,famili realli want tri buffet pretti expens includ seafood option total per person ouch call highlight would lobster wrong tail slice random size okay meat sliver lobster let howev shrimp choic solid prime rib aw extrem tough salad bar like buy salad bag costco shrimp choic save review one star,"['famili', 'realli', 'want', 'tri', 'buffet', 'pretti', 'expens', 'includ', 'seafood', 'option', 'total', 'per', 'person', 'ouch', 'call', 'highlight', 'would', 'lobster', 'wrong', 'tail', 'slice', 'random', 'size', 'okay', 'meat', 'sliver', 'lobster', 'let', 'howev', 'shrimp', 'choic', 'solid', 'prime', 'rib', 'aw', 'extrem', 'tough', 'salad', 'bar', 'like', 'buy', 'salad', 'bag', 'costco', 'shrimp', 'choic', 'save', 'review', 'one', 'star']",-0.1938888888888889,6,0.11538461538461539,50
KhWl4Mwhm_Oqq0zIIz-0wQ,"""Carnival World & Seafood Buffet""",1.0,Las Vegas,NV,89103,My family and I have been coming here for + years and this was our favorite buffet to come to. We came to this buffet today and this will be the last time we ever come back. We are so angry and disappointed at what this buffet has become. It is not worth paying for anymore... I would not recommend this buffet at all,64,"['family', 'coming', 'years', 'favorite', 'buffet', 'come', 'came', 'buffet', 'today', 'last', 'time', 'ever', 'come', 'back', 'angry', 'disappointed', 'buffet', 'become', 'worth', 'paying', 'anymore', 'would', 'recommend', 'buffet']", family coming years favorite buffet come came buffet today last time ever come back angry disappointed buffet become worth paying anymore would recommend buffet,38,0.59375,family coming year favorite buffet come came buffet today last time ever come back angry disappointed buffet become worth paying anymore would recommend buffet,famili come year favorit buffet come came buffet today last time ever come back angri disappoint buffet becom worth pay anymor would recommend buffet,"['famili', 'come', 'year', 'favorit', 'buffet', 'come', 'came', 'buffet', 'today', 'last', 'time', 'ever', 'come', 'back', 'angri', 'disappoint', 'buffet', 'becom', 'worth', 'pay', 'anymor', 'would', 'recommend', 'buffet']",-0.075,7,0.2692307692307692,24
KhWl4Mwhm_Oqq0zIIz-0wQ,"""Carnival World & Seafood Buffet""",1.0,Las Vegas,NV,89103,"No stars are deserved here. The food was bland, cold and lacking variety. Half of the signs telling you what something was, were wrong or missing. The seafood upgrade at an additional $ per person was a waste! % of the seafood in this ""special"" area was available in the regular buffet. Dessert variety was lacking as well. Seating was disorganized and no one seemed to know what they were doing. Both the Men's and Women's restrooms had no paper towels to dry your hands and no blowers to dry your hands either. Definitely a disappointment and waste of $ for my wife and I.",105,"['stars', 'deserved', 'food', 'bland', 'cold', 'lacking', 'variety', 'half', 'signs', 'telling', 'something', 'wrong', 'missing', 'seafood', 'upgrade', 'additional', 'per', 'person', 'waste', 'seafood', 'special', 'area', 'available', 'regular', 'buffet', 'dessert', 'variety', 'lacking', 'well', 'seating', 'disorganized', 'one', 'seemed', 'know', 'mens', 'womens', 'restrooms', 'paper', 'towels', 'dry', 'hands', 'blowers', 'dry', 'hands', 'either', 'definitely', 'disappointment', 'waste', 'wife']", stars deserved food bland cold lacking variety half signs telling something wrong missing seafood upgrade additional per person waste seafood special area available regular buffet dessert variety lacking well seating disorganized one seemed know mens womens restrooms paper towels dry hands blowers dry hands either definitely disappointment waste wife,49,0.4666666666666667,star deserved food bland cold lacking variety half sign telling something wrong missing seafood upgrade additional per person waste seafood special area available regular buffet dessert variety lacking well seating disorganized one seemed know men woman restroom paper towel dry hand blower dry hand either definitely disappointment waste wife,star deserv food bland cold lack varieti half sign tell someth wrong miss seafood upgrad addit per person wast seafood special area avail regular buffet dessert varieti lack well seat disorgan one seem know men woman restroom paper towel dri hand blower dri hand either definit disappoint wast wife,"['star', 'deserv', 'food', 'bland', 'cold', 'lack', 'varieti', 'half', 'sign', 'tell', 'someth', 'wrong', 'miss', 'seafood', 'upgrad', 'addit', 'per', 'person', 'wast', 'seafood', 'special', 'area', 'avail', 'regular', 'buffet', 'dessert', 'varieti', 'lack', 'well', 'seat', 'disorgan', 'one', 'seem', 'know', 'men', 'woman', 'restroom', 'paper', 'towel', 'dri', 'hand', 'blower', 'dri', 'hand', 'either', 'definit', 'disappoint', 'wast', 'wife']",-0.15457875457875458,7,0.125,49
